Scenario,ShipName,CellsExpanded,PathCost,ActionAmount
BP_Ship_C_0,0,0,233
BP_Ship_C_1,0,0,68
BP_Ship_C_2,0,0,113
cenario,ShipName,CellsExpanded,PathCost,ActionAmountBP_Ship_C_3,0,0,137
cenario,ShipName,CellsExpanded,PathCost,ActionAmountBP_Ship_C_4,0,0,116
cenario,ShipName,CellsExpanded,PathCost,ActionAmountBP_Ship_C_5,0,0,152
cenario,ShipName,CellsExpanded,PathCost,ActionAmountBP_Ship_C_6,0,0,13
cenario,ShipName,CellsExpanded,PathCost,ActionAmountBP_Ship_C_7,0,0,73
io,ShipName,CellsExpanded,PathCost,ActionAmountBP_Ship_C_8,0,0,59
io,ShipName,CellsExpanded,PathCost,ActionAmountBP_Ship_C_9,0,0,133
io,ShipName,CellsExpanded,PathCost,ActionAmountBP_Ship_C_10,0,0,133
io,ShipName,CellsExpanded,PathCost,ActionAmountBP_Ship_C_11,0,0,210
io,ShipName,CellsExpanded,PathCost,ActionAmountBP_Ship_C_12,0,0,115
io,ShipName,CellsExpanded,PathCost,ActionAmountBP_Ship_C_13,0,0,195
io,ShipName,CellsExpanded,PathCost,ActionAmountBP_Ship_C_14,0,0,27
io,ShipName,CellsExpanded,PathCost,ActionAmountBP_Ship_C_15,0,0,9
io,ShipName,CellsExpanded,PathCost,ActionAmountBP_Ship_C_16,0,0,211
io,ShipName,CellsExpanded,PathCost,ActionAmountBP_Ship_C_17,0,0,60
lsExpanded,PathCost,ActionAmountBP_Ship_C_18,0,0,181
lsExpanded,PathCost,ActionAmountBP_Ship_C_19,0,0,82
lsExpanded,PathCost,ActionAmountBP_Ship_C_20,0,0,95
lsExpanded,PathCost,ActionAmountBP_Ship_C_21,0,0,257
lsExpanded,PathCost,ActionAmountBP_Ship_C_22,0,0,109
lsExpanded,PathCost,ActionAmountBP_Ship_C_23,0,0,161
lsExpanded,PathCost,ActionAmountBP_Ship_C_24,0,0,145
lsExpanded,PathCost,ActionAmountBP_Ship_C_25,0,0,243
lsExpanded,PathCost,ActionAmountBP_Ship_C_26,0,0,61
lsExpanded,PathCost,ActionAmountBP_Ship_C_27,0,0,111
lsExpanded,PathCost,ActionAmountBP_Ship_C_28,0,0,46
lsExpanded,PathCost,ActionAmountBP_Ship_C_29,0,0,200
lsExpanded,PathCost,ActionAmountBP_Ship_C_30,0,0,117
lsExpanded,PathCost,ActionAmountBP_Ship_C_31,0,0,150
lsExpanded,PathCost,ActionAmountBP_Ship_C_32,0,0,35
lsExpanded,PathCost,ActionAmountBP_Ship_C_33,0,0,42
lsExpanded,PathCost,ActionAmountBP_Ship_C_34,0,0,199
lsExpanded,PathCost,ActionAmountBP_Ship_C_35,0,0,94
lsExpanded,PathCost,ActionAmountBP_Ship_C_36,0,0,112
lsExpanded,PathCost,ActionAmountBP_Ship_C_37,0,0,230
lsExpanded,PathCost,ActionAmountBP_Ship_C_38,0,0,146
lsExpanded,PathCost,ActionAmountBP_Ship_C_39,0,0,227
lsExpanded,PathCost,ActionAmountBP_Ship_C_40,0,0,221
lsExpanded,PathCost,ActionAmountBP_Ship_C_41,0,0,85
lsExpanded,PathCost,ActionAmountBP_Ship_C_42,0,0,235
nAmountBP_Ship_C_43,0,0,45
nAmountBP_Ship_C_44,0,0,64
nAmountBP_Ship_C_45,0,0,188
nAmountBP_Ship_C_46,0,0,168
nAmountBP_Ship_C_47,0,0,84
nAmountBP_Ship_C_48,0,0,122
nAmountBP_Ship_C_49,0,0,94
nAmountBP_Ship_C_50,0,0,184
nAmountBP_Ship_C_51,0,0,97
nAmountBP_Ship_C_52,0,0,131
nAmountBP_Ship_C_53,0,0,215
nAmountBP_Ship_C_54,0,0,96
nAmountBP_Ship_C_55,0,0,182
nAmountBP_Ship_C_56,0,0,220
nAmountBP_Ship_C_57,0,0,54
nAmountBP_Ship_C_58,0,0,254
nAmountBP_Ship_C_59,0,0,125
nAmountBP_Ship_C_60,0,0,26
nAmountBP_Ship_C_61,0,0,167
nAmountBP_Ship_C_62,0,0,143
nAmountBP_Ship_C_63,0,0,155
nAmountBP_Ship_C_64,0,0,105
nAmountBP_Ship_C_65,0,0,147
nAmountBP_Ship_C_66,0,0,219
nAmountBP_Ship_C_67,0,0,101
nAmountBP_Ship_C_68,0,0,215
nAmountBP_Ship_C_69,0,0,40
nAmountBP_Ship_C_70,0,0,189
nAmountBP_Ship_C_71,0,0,185
nAmountBP_Ship_C_72,0,0,182
nAmountBP_Ship_C_73,0,0,209
nAmountBP_Ship_C_74,0,0,75
nAmountBP_Ship_C_75,0,0,40
nAmountBP_Ship_C_76,0,0,13
nAmountBP_Ship_C_77,0,0,16
nAmountBP_Ship_C_78,0,0,225
nAmountBP_Ship_C_79,0,0,224
nAmountBP_Ship_C_80,0,0,204
nAmountBP_Ship_C_81,0,0,201
nAmountBP_Ship_C_82,0,0,56
nAmountBP_Ship_C_83,0,0,3
nAmountBP_Ship_C_84,0,0,177
nAmountBP_Ship_C_85,0,0,62
nAmountBP_Ship_C_86,0,0,91
nAmountBP_Ship_C_87,0,0,243
nAmountBP_Ship_C_88,0,0,210
nAmountBP_Ship_C_89,0,0,36
nAmountBP_Ship_C_90,0,0,106
nAmountBP_Ship_C_91,0,0,36
nAmountBP_Ship_C_92,0,0,213
FBP_Ship_C_93,0,0,240
FBP_Ship_C_94,0,0,176
FBP_Ship_C_95,0,0,142
FBP_Ship_C_96,0,0,17
FBP_Ship_C_97,0,0,51
FBP_Ship_C_98,0,0,23
FBP_Ship_C_99,0,0,197
FBP_Ship_C_100,0,0,48
FBP_Ship_C_101,0,0,75
FBP_Ship_C_102,0,0,136
FBP_Ship_C_103,0,0,219
FBP_Ship_C_104,0,0,167
FBP_Ship_C_105,0,0,7
FBP_Ship_C_106,0,0,73
FBP_Ship_C_107,0,0,136
FBP_Ship_C_108,0,0,219
FBP_Ship_C_109,0,0,192
FBP_Ship_C_110,0,0,80
FBP_Ship_C_111,0,0,250
FBP_Ship_C_112,0,0,128
FBP_Ship_C_113,0,0,110
FBP_Ship_C_114,0,0,114
FBP_Ship_C_115,0,0,269
FBP_Ship_C_116,0,0,179
FBP_Ship_C_117,0,0,94
FBP_Ship_C_118,0,0,98
FBP_Ship_C_119,0,0,43
FBP_Ship_C_120,0,0,235
FBP_Ship_C_121,0,0,191
FBP_Ship_C_122,0,0,213
FBP_Ship_C_123,0,0,182
FBP_Ship_C_124,0,0,136
FBP_Ship_C_125,0,0,97
FBP_Ship_C_126,0,0,297
FBP_Ship_C_127,0,0,50
FBP_Ship_C_128,0,0,245
FBP_Ship_C_129,0,0,179
FBP_Ship_C_130,0,0,152
FBP_Ship_C_131,0,0,234
FBP_Ship_C_132,0,0,93
FBP_Ship_C_133,0,0,151
FBP_Ship_C_134,0,0,65
FBP_Ship_C_135,0,0,113
FBP_Ship_C_136,0,0,65
FBP_Ship_C_137,0,0,100
FBP_Ship_C_138,0,0,248
FBP_Ship_C_139,0,0,197
FBP_Ship_C_140,0,0,59
FBP_Ship_C_141,0,0,102
FBP_Ship_C_142,0,0,228
FBP_Ship_C_143,0,0,266
FBP_Ship_C_144,0,0,122
FBP_Ship_C_145,0,0,12
FBP_Ship_C_146,0,0,103
FBP_Ship_C_147,0,0,109
FBP_Ship_C_148,0,0,88
FBP_Ship_C_149,0,0,173
FBP_Ship_C_150,0,0,238
FBP_Ship_C_151,0,0,248
FBP_Ship_C_152,0,0,68
FBP_Ship_C_153,0,0,32
FBP_Ship_C_154,0,0,80
FBP_Ship_C_155,0,0,21
FBP_Ship_C_156,0,0,40
FBP_Ship_C_157,0,0,90
FBP_Ship_C_158,0,0,102
FBP_Ship_C_159,0,0,166
FBP_Ship_C_160,0,0,219
FBP_Ship_C_161,0,0,213
FBP_Ship_C_162,0,0,148
FBP_Ship_C_163,0,0,279
FBP_Ship_C_164,0,0,2
FBP_Ship_C_165,0,0,215
FBP_Ship_C_166,0,0,218
FBP_Ship_C_167,0,0,22
FBP_Ship_C_168,0,0,172
FBP_Ship_C_169,0,0,48
FBP_Ship_C_170,0,0,25
FBP_Ship_C_171,0,0,90
FBP_Ship_C_172,0,0,5
FBP_Ship_C_173,0,0,75
FBP_Ship_C_174,0,0,63
FBP_Ship_C_175,0,0,38
FBP_Ship_C_176,0,0,165
FBP_Ship_C_177,0,0,219
FBP_Ship_C_178,0,0,56
FBP_Ship_C_179,0,0,255
FBP_Ship_C_180,0,0,136
FBP_Ship_C_181,0,0,224
FBP_Ship_C_182,0,0,85
FBP_Ship_C_183,0,0,2
FBP_Ship_C_184,0,0,137
FBP_Ship_C_185,0,0,88
FBP_Ship_C_186,0,0,245
FBP_Ship_C_187,0,0,5
FBP_Ship_C_188,0,0,82
FBP_Ship_C_189,0,0,268
FBP_Ship_C_190,0,0,244
FBP_Ship_C_191,0,0,271
FBP_Ship_C_192,0,0,202
