Scenario,Start,End,ShipName,CellsExpanded,PathCost,ActionAmount
100,81.68,100.42,BP_Ship_C_94,0,233,176
100,43.25,156.59,BP_Ship_C_95,0,217,150
100,133.93,116.87,BP_Ship_C_96,0,40,17
100,184.103,140.49,BP_Ship_C_97,0,60,51
100,163.109,178.89,BP_Ship_C_98,0,48,25
100,47.45,37.56,BP_Ship_C_99,0,248,197
100,102.111,138.115,BP_Ship_C_100,0,77,48
100,95.96,108.95,BP_Ship_C_101,0,104,75
100,142.121,40.55,BP_Ship_C_102,0,223,138
100,138.156,154.46,BP_Ship_C_103,0,294,219
100,191.121,91.1,BP_Ship_C_104,0,234,201
100,74.20,115.137,BP_Ship_C_105,0,18,7
100,79.102,67.181,BP_Ship_C_106,0,126,73
100,133.90,164.109,BP_Ship_C_107,0,181,136
100,140.128,151.114,BP_Ship_C_108,0,248,219
100,141.144,126.140,BP_Ship_C_109,0,269,192
100,76.3,185.59,BP_Ship_C_110,0,119,84
100,76.124,86.69,BP_Ship_C_111,0,303,250
100,85.8,163.140,BP_Ship_C_112,0,195,128
100,7.122,146.46,BP_Ship_C_113,0,121,110
100,50.146,158.49,BP_Ship_C_114,0,129,114
100,163.81,139.154,BP_Ship_C_115,0,322,269
100,91.17,119.159,BP_Ship_C_116,0,228,181
100,28.54,172.84,BP_Ship_C_117,0,131,94
100,25.48,158.144,BP_Ship_C_118,0,147,98
100,116.42,119.162,BP_Ship_C_119,0,58,43
100,110.190,5.90,BP_Ship_C_120,0,278,235
100,9.64,33.64,BP_Ship_C_121,0,274,187
100,145.48,109.150,BP_Ship_C_122,0,316,213
100,138.128,4.80,BP_Ship_C_123,0,251,182
100,88.85,31.130,BP_Ship_C_124,0,161,136
100,186.64,35.51,BP_Ship_C_125,0,130,101
100,113.42,67.83,BP_Ship_C_126,0,330,253
100,158.136,86.132,BP_Ship_C_127,0,81,50
100,87.53,15.67,BP_Ship_C_128,0,296,245
100,6.109,190.84,BP_Ship_C_129,0,200,179
100,12.77,32.74,BP_Ship_C_130,0,221,164
100,92.53,141.112,BP_Ship_C_131,0,275,200
100,126.181,121.84,BP_Ship_C_132,0,120,93
100,155.58,130.90,BP_Ship_C_133,0,166,151
100,152.170,151.171,BP_Ship_C_134,0,94,65
100,94.42,165.78,BP_Ship_C_135,0,148,113
100,121.158,65.164,BP_Ship_C_136,0,70,65
100,104.184,117.169,BP_Ship_C_137,0,119,102
100,85.99,97.103,BP_Ship_C_138,0,317,248
100,55.36,188.93,BP_Ship_C_139,0,262,197
100,71.18,172.121,BP_Ship_C_140,0,116,59
100,63.92,186.130,BP_Ship_C_141,0,161,102
100,180.111,83.32,BP_Ship_C_142,0,285,228
100,130.85,28.84,BP_Ship_C_143,0,331,230
100,77.87,103.118,BP_Ship_C_144,0,149,122
100,110.75,19.102,BP_Ship_C_145,0,33,12
100,190.80,14.70,BP_Ship_C_146,0,154,103
100,31.155,154.99,BP_Ship_C_147,0,190,117
100,34.53,146.73,BP_Ship_C_148,0,125,88
100,163.52,47.29,BP_Ship_C_149,0,200,175
100,133.48,65.11,BP_Ship_C_150,0,305,240
100,91.110,125.156,BP_Ship_C_151,0,289,248
100,179.56,104.150,BP_Ship_C_152,0,107,68
100,138.123,120.174,BP_Ship_C_153,0,63,32
100,188.85,85.19,BP_Ship_C_154,0,109,80
100,69.46,59.41,BP_Ship_C_155,0,60,21
100,155.168,156.164,BP_Ship_C_156,0,59,40
100,148.110,145.101,BP_Ship_C_157,0,109,90
100,27.114,40.146,BP_Ship_C_158,0,151,102
100,136.132,151.145,BP_Ship_C_159,0,195,168
100,113.111,85.51,BP_Ship_C_160,0,252,219
100,112.183,23.41,BP_Ship_C_161,0,268,213
100,57.64,44.88,BP_Ship_C_162,0,183,152
100,79.93,55.12,BP_Ship_C_163,0,298,279
100,150.53,100.155,BP_Ship_C_164,0,3,2
100,64.165,42.51,BP_Ship_C_165,0,274,217
100,63.29,184.68,BP_Ship_C_166,0,251,218
100,169.64,60.55,BP_Ship_C_167,0,31,22
100,126.86,120.90,BP_Ship_C_168,0,209,172
100,64.13,78.46,BP_Ship_C_169,0,127,48
100,63.103,71.104,BP_Ship_C_170,0,34,25
100,73.11,180.135,BP_Ship_C_171,0,133,92
100,87.146,20.155,BP_Ship_C_172,0,12,5
100,179.58,92.9,BP_Ship_C_173,0,134,77
100,190.83,67.155,BP_Ship_C_174,0,104,63
100,118.75,76.108,BP_Ship_C_175,0,97,38
100,146.73,33.30,BP_Ship_C_176,0,198,165
100,118.54,105.186,BP_Ship_C_177,0,258,219
100,63.10,116.170,BP_Ship_C_178,0,77,56
100,178.107,155.92,BP_Ship_C_179,0,304,257
100,61.100,64.89,BP_Ship_C_180,0,187,140
100,143.64,140.88,BP_Ship_C_181,0,321,226
100,109.183,85.40,BP_Ship_C_182,0,120,87
100,161.30,17.109,BP_Ship_C_183,0,3,2
100,15.84,134.41,BP_Ship_C_184,0,176,137
100,174.100,140.90,BP_Ship_C_185,0,169,88
100,46.90,45.96,BP_Ship_C_186,0,306,239
100,84.41,162.106,BP_Ship_C_187,0,12,5
100,28.40,147.167,BP_Ship_C_188,0,115,82
100,23.125,26.154,BP_Ship_C_189,0,317,268
100,81.148,132.140,BP_Ship_C_190,0,309,244
100,66.35,177.53,BP_Ship_C_191,0,304,271
100,143.57,46.24,BP_Ship_C_192,0,287,202
