Scenario,Start,End,ShipName,CellsExpanded,PathCost,ActionAmount
100,186.64,35.51,BP_Ship_C_125,1886,130,101
100,113.42,67.83,BP_Ship_C_126,20701,330,253
100,158.136,86.132,BP_Ship_C_127,1048,81,50
100,87.53,15.67,BP_Ship_C_128,12124,296,245
100,6.109,190.84,BP_Ship_C_129,5615,200,179
100,12.77,32.74,BP_Ship_C_130,7605,221,164
100,92.53,141.112,BP_Ship_C_131,14953,275,200
100,126.181,121.84,BP_Ship_C_132,2118,120,93
100,155.58,130.90,BP_Ship_C_133,3374,166,151
100,152.170,151.171,BP_Ship_C_134,1949,94,65
100,94.42,165.78,BP_Ship_C_135,3531,148,113
100,121.158,65.164,BP_Ship_C_136,447,70,65
100,104.184,117.169,BP_Ship_C_137,1700,119,102
100,85.99,97.103,BP_Ship_C_138,12405,317,248
100,55.36,188.93,BP_Ship_C_139,9135,262,197
100,71.18,172.121,BP_Ship_C_140,1943,116,59
100,63.92,186.130,BP_Ship_C_141,2517,161,102
100,180.111,83.32,BP_Ship_C_142,11500,285,228
100,130.85,28.84,BP_Ship_C_143,17750,331,230
100,77.87,103.118,BP_Ship_C_144,4377,149,122
100,110.75,19.102,BP_Ship_C_145,132,33,12
100,190.80,14.70,BP_Ship_C_146,4056,154,103
100,31.155,154.99,BP_Ship_C_147,5552,190,117
100,34.53,146.73,BP_Ship_C_148,2367,125,88
100,163.52,47.29,BP_Ship_C_149,4862,200,175
100,133.48,65.11,BP_Ship_C_150,11236,305,240
100,91.110,125.156,BP_Ship_C_151,9461,289,248
100,179.56,104.150,BP_Ship_C_152,1986,107,68
100,138.123,120.174,BP_Ship_C_153,509,63,32
100,188.85,85.19,BP_Ship_C_154,1961,109,80
100,69.46,59.41,BP_Ship_C_155,549,60,21
100,155.168,156.164,BP_Ship_C_156,618,59,40
100,148.110,145.101,BP_Ship_C_157,1408,109,90
100,27.114,40.146,BP_Ship_C_158,3939,151,102
100,136.132,151.145,BP_Ship_C_159,2823,195,168
100,113.111,85.51,BP_Ship_C_160,7685,252,219
100,112.183,23.41,BP_Ship_C_161,8593,268,213
100,57.64,44.88,BP_Ship_C_162,4069,183,152
100,79.93,55.12,BP_Ship_C_163,11608,298,279
100,150.53,100.155,BP_Ship_C_164,4,3,2
100,64.165,42.51,BP_Ship_C_165,9932,274,217
100,63.29,184.68,BP_Ship_C_166,5010,251,218
100,169.64,60.55,BP_Ship_C_167,172,31,22
100,126.86,120.90,BP_Ship_C_168,7177,209,172
100,64.13,78.46,BP_Ship_C_169,2589,127,48
100,63.103,71.104,BP_Ship_C_170,127,34,25
100,73.11,180.135,BP_Ship_C_171,2931,133,92
100,87.146,20.155,BP_Ship_C_172,29,12,5
100,179.58,92.9,BP_Ship_C_173,2639,134,77
100,190.83,67.155,BP_Ship_C_174,1651,104,63
100,118.75,76.108,BP_Ship_C_175,1639,97,38
100,146.73,33.30,BP_Ship_C_176,5145,198,165
100,118.54,105.186,BP_Ship_C_177,6359,258,219
100,63.10,116.170,BP_Ship_C_178,571,77,56
100,178.107,155.92,BP_Ship_C_179,10246,304,257
100,61.100,64.89,BP_Ship_C_180,6365,187,140
100,143.64,140.88,BP_Ship_C_181,16761,321,226
100,109.183,85.40,BP_Ship_C_182,1563,120,87
100,161.30,17.109,BP_Ship_C_183,3,3,2
100,15.84,134.41,BP_Ship_C_184,3336,176,137
100,174.100,140.90,BP_Ship_C_185,4909,169,88
100,46.90,45.96,BP_Ship_C_186,13919,306,239
100,84.41,162.106,BP_Ship_C_187,27,12,5
100,28.40,147.167,BP_Ship_C_188,1887,115,82
100,23.125,26.154,BP_Ship_C_189,16848,317,268
100,81.148,132.140,BP_Ship_C_190,12997,309,244
100,66.35,177.53,BP_Ship_C_191,14471,304,271
100,143.57,46.24,BP_Ship_C_192,12531,287,202
